,ProductID,ProductName,Category,Price,Rating,NumReviews,StockQuantity,Discount,Sales,DateAdded,City,Day,Month,Revenue
449,450,Wine Glass,Drinkware,39.26,3.7,515,601,0.5,630,2024-01-31,Kansas City,Wednesday,January,12366.9
450,451,Tea Cup,Drinkware,495.75,3.2,3871,539,0.39,1552,2024-04-14,Concord,Sunday,April,469336.44000000006
451,452,Water Bottle,Drinkware,105.96,1.6,25,24,0.39,1324,2023-07-09,Worcester,Sunday,July,85577.53439999999
452,453,Wine Glass,Drinkware,491.01,3.1,3483,970,0.13,1072,2023-12-20,Concord,Wednesday,December,457935.5664
453,454,Tea Cup,Drinkware,175.3,3.9,1592,558,0.03,685,2023-10-14,Orlando,Saturday,October,116478.08499999999
454,455,Water Bottle,Drinkware,82.18,1.0,2295,565,0.21,421,2023-10-30,Palm Bay,Monday,October,27332.2462
455,456,Wine Glass,Drinkware,183.59,4.8,2500,389,0.14,597,2023-11-15,Springfield,Wednesday,November,94258.77780000001
456,457,Water Bottle,Drinkware,277.82,2.7,1757,2,0.08,1116,2024-06-04,Boise,Tuesday,June,285243.3504
457,458,Tea Cup,Drinkware,449.86,3.7,3823,330,0.4,1546,2023-06-27,Phoenix,Tuesday,June,417290.136
458,459,Tea Cup,Drinkware,332.97,1.4,4675,866,0.25,695,2023-07-28,Dayton,Friday,July,173560.61250000002
459,460,Wine Glass,Drinkware,490.76,3.3,356,600,0.46,310,2023-06-20,Minneapolis,Tuesday,June,82153.224
460,461,Water Bottle,Drinkware,16.38,1.1,619,882,0.37,124,2023-06-24,Cleveland,Saturday,June,1279.6055999999999
461,462,Coffee Mug,Drinkware,480.47,3.1,929,246,0.2,361,2024-06-04,Des Moines,Tuesday,June,138759.736
462,463,Water Bottle,Drinkware,361.98,2.0,4282,595,0.28,1877,2024-03-11,Bonita Springs,Monday,March,489194.25120000006
463,464,Water Bottle,Drinkware,305.5,4.3,3619,612,0.19,1179,2023-10-01,Seattle,Sunday,October,291749.445
464,465,Wine Glass,Drinkware,32.57,4.2,4967,321,0.26,943,2024-03-13,Sacramento,Wednesday,March,22727.9974
465,466,Water Bottle,Drinkware,220.06,1.1,3947,652,0.0,739,2023-09-21,Bridgeport,Thursday,September,162624.34
466,467,Water Bottle,Drinkware,204.94,4.7,2176,671,0.26,326,2023-10-15,Wichita,Sunday,October,49439.7256
467,468,Wine Glass,Drinkware,202.3,4.0,3696,358,0.29,717,2024-05-26,Akron,Sunday,May,102984.861
468,469,Water Bottle,Drinkware,496.3,2.5,692,90,0.21,960,2024-02-19,San Juan,Monday,February,376393.92
469,470,Coffee Mug,Drinkware,103.88,4.7,3699,854,0.25,1738,2024-05-02,Los Angeles,Thursday,May,135407.58
470,471,Coffee Mug,Drinkware,122.06,4.8,2401,748,0.11,1603,2023-11-28,Provo,Tuesday,November,174139.34019999998
471,472,Tea Cup,Drinkware,223.94,3.3,2635,281,0.42,1132,2023-12-07,Fresno,Thursday,December,147030.0464
472,473,Wine Glass,Drinkware,448.11,4.8,4647,644,0.21,131,2023-09-07,Grand Rapids,Thursday,September,46374.903900000005
473,474,Water Bottle,Drinkware,445.55,3.2,3180,220,0.13,1391,2024-01-17,San Jose,Wednesday,January,539191.2435000001
474,475,Tea Cup,Drinkware,428.96,1.8,3576,474,0.03,270,2023-11-30,Houston,Thursday,November,112344.62399999998
475,476,Wine Glass,Drinkware,407.33,4.3,3607,535,0.33,1858,2023-08-27,New York,Sunday,August,507068.82379999995
476,477,Coffee Mug,Drinkware,237.01,1.2,278,876,0.02,253,2023-12-14,Las Vegas,Thursday,December,58764.2594
477,478,Water Bottle,Drinkware,270.69,3.4,699,565,0.18,1848,2024-01-26,Pittsburgh,Friday,January,410192.7984
478,479,Tea Cup,Drinkware,120.8,2.2,3388,211,0.12,1714,2023-07-06,Indianapolis,Thursday,July,182205.056
479,480,Wine Glass,Drinkware,103.65,2.2,4082,510,0.32,1192,2023-07-05,Albuquerque,Wednesday,July,84014.544
480,481,Eau de Toilette,Perfume and cologne,158.44,2.3,1135,410,0.14,1208,2024-04-26,Buffalo,Friday,April,164600.1472
481,482,Eau de Toilette,Perfume and cologne,208.82,1.9,4308,309,0.3,752,2023-09-14,San Diego,Thursday,September,109922.848
482,483,Body Spray,Perfume and cologne,213.09,4.0,4538,161,0.39,520,2024-01-25,Las Vegas,Thursday,January,67592.14799999999
483,484,Perfume Oil,Perfume and cologne,30.79,2.1,3907,559,0.15,152,2024-02-10,Washington,Saturday,February,3978.0679999999998
484,485,Eau de Parfum,Perfume and cologne,284.44,4.1,1752,562,0.18,488,2024-03-16,Minneapolis,Saturday,March,113821.5104
485,486,Eau de Toilette,Perfume and cologne,351.63,3.9,1914,197,0.46,406,2023-12-28,Las Vegas,Thursday,December,77091.3612
486,487,Eau de Parfum,Perfume and cologne,432.23,2.1,4858,680,0.1,1164,2024-04-03,Toledo,Wednesday,April,452804.148
487,488,Eau de Toilette,Perfume and cologne,335.92,1.6,3408,574,0.38,1903,2023-12-20,Cleveland,Wednesday,December,396338.5712
488,489,Eau de Parfum,Perfume and cologne,474.07,3.0,1497,782,0.25,863,2024-02-05,Birmingham,Monday,February,306841.8075
489,490,Perfume Oil,Perfume and cologne,198.33,1.1,1907,418,0.01,825,2023-08-28,Baltimore,Monday,August,161986.0275
490,491,Eau de Toilette,Perfume and cologne,423.21,1.4,3386,924,0.41,888,2023-12-27,Birmingham,Wednesday,December,221728.1832
491,492,Body Spray,Perfume and cologne,220.5,2.2,3407,389,0.06,1263,2023-07-28,Denver,Friday,July,261782.01
492,493,Eau de Toilette,Perfume and cologne,280.83,2.6,4986,554,0.43,1683,2024-03-09,Harrisburg,Saturday,March,269403.0273
493,494,Perfume Oil,Perfume and cologne,316.26,2.3,3093,882,0.25,839,2024-06-05,Albany,Wednesday,June,199006.60499999998
494,495,Eau de Toilette,Perfume and cologne,316.19,3.3,3062,594,0.31,499,2023-07-20,Charleston,Thursday,July,108867.3789
495,496,Perfume Oil,Perfume and cologne,101.59,1.1,2378,900,0.18,1424,2024-03-07,Minneapolis,Thursday,March,118624.6112
496,497,Eau de Parfum,Perfume and cologne,369.02,2.6,887,58,0.18,49,2024-05-24,Wichita,Friday,May,14827.223600000001
497,498,Eau de Toilette,Perfume and cologne,172.9,1.2,2606,678,0.47,1164,2024-03-20,Harrisburg,Wednesday,March,106665.46800000002
498,499,Eau de Toilette,Perfume and cologne,369.41,1.5,3474,127,0.38,759,2024-05-14,Detroit,Tuesday,May,173836.95780000003
499,500,Perfume Oil,Perfume and cologne,145.4,2.7,4664,391,0.03,1692,2023-11-23,New Orleans,Thursday,November,238636.29600000003
500,501,Eau de Parfum,Perfume and cologne,60.53,3.2,1341,680,0.37,1497,2023-11-06,Little Rock,Monday,November,57086.4483
501,502,Eau de Parfum,Perfume and cologne,204.83,2.1,4873,97,0.24,207,2024-06-10,Austin,Monday,June,32223.855600000003
502,503,Perfume Oil,Perfume and cologne,279.31,3.8,153,938,0.3,218,2024-01-07,Raleigh,Sunday,January,42622.706
503,504,Body Spray,Perfume and cologne,476.2,2.2,2195,107,0.23,1506,2023-07-26,Denton,Wednesday,July,552211.044
504,505,Eau de Toilette,Perfume and cologne,324.4,3.8,1742,282,0.34,480,2023-06-26,Tulsa,Monday,June,102769.92
505,506,Perfume Oil,Perfume and cologne,295.94,3.1,2555,257,0.43,1088,2024-03-21,San Jose,Thursday,March,183530.1504
506,507,Eau de Toilette,Perfume and cologne,230.05,3.4,4757,946,0.44,890,2023-10-08,Phoenix,Sunday,October,114656.92
507,508,Eau de Toilette,Perfume and cologne,316.35,2.5,283,448,0.01,1091,2024-06-05,Mesa,Wednesday,June,341686.47150000004
508,509,Eau de Parfum,Perfume and cologne,275.58,4.8,3491,72,0.42,617,2023-08-29,St. Louis,Tuesday,August,98619.0588
509,510,Eau de Toilette,Perfume and cologne,488.73,1.4,369,794,0.22,1442,2023-10-12,San Diego,Thursday,October,549703.9548000001
510,511,Body Spray,Perfume and cologne,51.31,4.2,4462,270,0.41,378,2024-03-31,New York,Sunday,March,11443.156200000001
511,512,Body Spray,Perfume and cologne,14.44,3.4,3856,42,0.32,169,2023-11-13,Des Moines,Monday,November,1659.4447999999998
512,513,Eau de Parfum,Perfume and cologne,54.78,1.8,150,110,0.37,1070,2024-04-10,Knoxville,Wednesday,April,36927.198000000004
513,514,Eau de Parfum,Perfume and cologne,115.06,2.1,4897,295,0.18,945,2023-07-30,Virginia Beach,Sunday,July,89159.99399999999
514,515,Eau de Toilette,Perfume and cologne,302.58,3.4,1629,303,0.17,1361,2024-05-05,Dayton,Sunday,May,341803.44539999997
515,516,Body Spray,Perfume and cologne,413.26,4.7,3757,386,0.31,832,2024-03-13,Grand Rapids,Wednesday,March,237244.30080000003
516,517,Eau de Toilette,Perfume and cologne,152.83,4.1,2556,389,0.4,294,2023-09-02,Seattle,Saturday,September,26959.212000000003
517,518,Eau de Parfum,Perfume and cologne,448.72,3.7,4663,186,0.23,444,2024-04-15,Bronx,Monday,April,153408.3936
518,519,Body Spray,Perfume and cologne,322.6,4.3,679,419,0.27,1642,2024-05-06,Memphis,Monday,May,386687.71599999996
519,520,Body Spray,Perfume and cologne,41.36,4.3,2559,138,0.3,1228,2023-09-26,Charlotte,Tuesday,September,35553.056
520,521,White Wine,Wine,256.29,1.2,4917,87,0.46,1230,2024-02-04,Cape Coral,Sunday,February,170227.818
521,522,Rose Wine,Wine,359.35,1.0,120,384,0.46,1364,2024-01-31,Columbia,Wednesday,January,264682.836
522,523,Red Wine,Wine,100.97,3.7,2668,302,0.34,802,2024-04-04,Louisville,Thursday,April,53445.44039999999
523,524,Red Wine,Wine,161.81,2.0,2359,745,0.27,276,2024-04-12,Minneapolis,Friday,April,32601.478799999997
524,525,Rose Wine,Wine,47.55,4.5,2591,566,0.48,1571,2024-02-23,Charleston,Friday,February,38844.546
525,526,White Wine,Wine,193.02,2.1,2895,96,0.16,828,2024-01-27,Charleston,Saturday,January,134249.2704
526,527,White Wine,Wine,281.15,3.0,661,424,0.43,1449,2024-03-17,Queens,Sunday,March,232210.21949999998
527,528,Red Wine,Wine,178.94,2.8,2942,725,0.15,1262,2023-12-30,Reno,Saturday,December,191948.938
528,529,Rose Wine,Wine,97.83,3.8,4590,623,0.06,1424,2023-10-09,Columbia,Monday,October,130951.3248
529,530,Sparkling Wine,Wine,432.86,3.1,3089,605,0.08,288,2023-11-16,Omaha,Thursday,November,114690.5856
530,531,White Wine,Wine,91.22,4.6,4729,649,0.32,114,2024-01-02,Little Rock,Tuesday,January,7071.374400000001
531,532,Red Wine,Wine,113.83,2.2,2294,558,0.2,146,2024-02-15,Kansas City,Thursday,February,13295.344
532,533,Rose Wine,Wine,377.2,3.3,2410,508,0.21,1312,2024-05-24,Tucson,Friday,May,390960.256
533,534,Rose Wine,Wine,351.25,3.8,448,924,0.25,1522,2024-01-23,Portland,Tuesday,January,400951.875
534,535,White Wine,Wine,291.95,1.1,238,204,0.35,244,2023-07-28,Denton,Friday,July,46303.27
535,536,Red Wine,Wine,175.23,1.6,4166,268,0.2,304,2024-06-05,Provo,Wednesday,June,42615.936
536,537,White Wine,Wine,258.82,2.7,1776,573,0.4,1560,2023-10-05,Concord,Thursday,October,242255.51999999996
537,538,Red Wine,Wine,209.98,4.5,2463,793,0.13,24,2023-08-07,Colorado Springs,Monday,August,4384.3823999999995
538,539,Sparkling Wine,Wine,351.66,4.0,504,597,0.42,498,2023-06-14,Spokane,Wednesday,June,101573.4744
539,540,Rose Wine,Wine,149.9,3.1,3484,338,0.41,1960,2023-09-15,Bonita Springs,Friday,September,173344.36000000002
540,541,Rose Wine,Wine,16.55,2.6,2104,231,0.01,383,2024-04-25,Pittsburgh,Thursday,April,6275.2635
541,542,White Wine,Wine,42.82,4.5,2763,750,0.27,291,2023-07-13,Little Rock,Thursday,July,9096.2526
542,543,Sparkling Wine,Wine,277.34,4.9,4177,833,0.26,334,2024-05-23,Milwaukee,Thursday,May,68547.3544
543,544,Sparkling Wine,Wine,471.85,1.2,2370,850,0.04,205,2023-07-28,Rochester,Friday,July,92860.08
544,545,Sparkling Wine,Wine,43.67,2.5,2890,121,0.17,95,2023-07-01,Tucson,Saturday,July,3443.3795
545,546,White Wine,Wine,116.66,3.6,670,123,0.05,1527,2023-11-18,Pittsburgh,Saturday,November,169232.829
546,547,Sparkling Wine,Wine,42.57,4.1,249,313,0.39,1452,2023-07-30,Chicago,Sunday,July,37705.1004
547,548,Rose Wine,Wine,341.96,4.0,3426,484,0.1,43,2024-05-14,Sacramento,Tuesday,May,13233.852
548,549,Rose Wine,Wine,93.24,1.8,219,901,0.37,400,2023-11-10,Bonita Springs,Friday,November,23496.48
549,550,Rose Wine,Wine,302.61,3.6,803,489,0.29,1493,2024-04-11,Charleston,Thursday,April,320775.6783
550,551,White Wine,Wine,160.38,2.7,53,527,0.1,1082,2023-08-04,Oklahoma City,Friday,August,156178.044
551,552,Sparkling Wine,Wine,303.89,4.4,2781,715,0.36,394,2023-11-18,Port St. Lucie,Saturday,November,76628.90239999999
552,553,Sparkling Wine,Wine,47.72,3.8,370,857,0.23,1341,2023-11-01,Bakersfield,Wednesday,November,49274.240399999995
553,554,Red Wine,Wine,143.25,3.8,4334,194,0.47,1245,2024-04-12,Bronx,Friday,April,94523.5125
554,555,Red Wine,Wine,269.07,4.3,3988,377,0.14,922,2023-06-22,Ogden,Thursday,June,213350.9844
555,556,Rose Wine,Wine,139.67,3.6,974,206,0.39,1814,2023-07-22,Oklahoma City,Saturday,July,154550.44179999997
556,557,Sparkling Wine,Wine,53.31,3.8,203,160,0.22,768,2023-12-30,Cincinnati,Saturday,December,31934.8224
557,558,Rose Wine,Wine,139.36,2.7,607,674,0.41,827,2024-02-13,Concord,Tuesday,February,67997.92480000002
558,559,White Wine,Wine,336.76,2.3,2103,365,0.44,1767,2023-10-01,Omaha,Sunday,October,333230.7552
559,560,Red Wine,Wine,223.85,3.7,2378,992,0.29,1791,2024-05-05,Detroit,Sunday,May,284649.89849999995
560,561,Knee-High Socks,Socks,415.06,4.6,956,798,0.4,572,2023-07-01,Oakland,Saturday,July,142448.592
561,562,Ankle Socks,Socks,289.87,2.2,2828,880,0.48,458,2023-12-08,Tulsa,Friday,December,69035.43920000001
562,563,Wool Socks,Socks,394.03,3.3,4603,303,0.16,597,2023-12-29,Salt Lake City,Friday,December,197598.16439999998
563,564,Ankle Socks,Socks,384.53,3.5,991,355,0.02,206,2023-09-30,Jacksonville,Saturday,September,77628.91639999999
564,565,Ankle Socks,Socks,12.62,4.8,4804,852,0.2,338,2024-05-18,Fresno,Saturday,May,3412.448
565,566,Knee-High Socks,Socks,495.43,4.0,2730,449,0.35,938,2024-01-11,Mesa,Thursday,January,302063.671
566,567,Knee-High Socks,Socks,289.05,4.5,650,621,0.19,539,2023-11-28,Buffalo,Tuesday,November,126196.3395
567,568,Ankle Socks,Socks,113.7,5.0,2827,561,0.32,1136,2023-12-25,Pittsburgh,Monday,December,87830.97600000001
568,569,Knee-High Socks,Socks,470.57,3.0,4383,906,0.42,1178,2024-04-18,Colorado Springs,Thursday,April,321512.2468
569,570,Cotton Socks,Socks,192.83,4.8,2324,939,0.25,1448,2024-04-14,New Haven,Sunday,April,209413.38
570,571,Ankle Socks,Socks,487.38,1.3,917,850,0.37,838,2023-09-26,Reno,Tuesday,September,257307.3972
571,572,Wool Socks,Socks,97.88,3.8,1749,753,0.33,92,2024-01-22,Las Vegas,Monday,January,6033.3232
572,573,Cotton Socks,Socks,19.38,4.1,374,58,0.35,779,2023-08-21,St. Louis,Monday,August,9813.063
573,574,Cotton Socks,Socks,345.99,4.6,3255,89,0.2,972,2023-07-26,Spokane,Wednesday,July,269041.824
574,575,Wool Socks,Socks,418.56,3.6,1610,967,0.05,1834,2024-01-14,Louisville,Sunday,January,729257.088
575,576,Knee-High Socks,Socks,25.55,2.7,4735,339,0.44,1167,2023-07-30,Indianapolis,Sunday,July,16697.436
576,577,Ankle Socks,Socks,113.5,4.5,1262,951,0.1,1204,2023-11-10,Boise,Friday,November,122988.6
577,578,Knee-High Socks,Socks,443.45,1.5,4274,211,0.11,464,2023-10-17,Rochester,Tuesday,October,183127.112
578,579,Ankle Socks,Socks,486.96,2.9,2654,884,0.03,275,2023-10-25,New Haven,Wednesday,October,129896.58
579,580,Wool Socks,Socks,487.92,4.3,3135,809,0.47,1938,2024-06-01,Atlanta,Saturday,June,501162.1488000001
580,581,Cotton Socks,Socks,44.81,1.8,762,275,0.03,727,2024-04-21,Spokane,Sunday,April,31599.563900000005
581,582,Ankle Socks,Socks,82.17,4.9,2040,807,0.06,235,2024-04-17,Minneapolis,Wednesday,April,18151.353
582,583,Ankle Socks,Socks,401.16,2.3,903,92,0.12,1083,2024-01-26,Charleston,Friday,January,382321.52640000003
583,584,Ankle Socks,Socks,189.14,2.4,1036,991,0.49,1817,2024-03-18,San Jose,Monday,March,175270.3638
584,585,Knee-High Socks,Socks,81.99,2.4,2430,855,0.08,1494,2023-09-08,Allentown,Friday,September,112693.61519999999
585,586,Cotton Socks,Socks,416.36,3.8,3373,95,0.08,191,2023-09-20,Worcester,Wednesday,September,73162.7792
586,587,Knee-High Socks,Socks,158.78,2.2,3183,827,0.24,1168,2024-04-08,El Paso,Monday,April,140945.8304
587,588,Ankle Socks,Socks,492.27,2.6,2153,180,0.21,776,2023-09-08,Mesa,Friday,September,301781.2008
588,589,Wool Socks,Socks,180.06,3.2,2153,270,0.02,1526,2023-12-28,Mission Viejo,Thursday,December,269276.1288
589,590,Wool Socks,Socks,494.83,4.6,3802,980,0.24,1743,2023-11-24,Madison,Friday,November,655491.4043999999
590,591,Ankle Socks,Socks,284.19,3.7,226,47,0.2,1462,2023-08-22,Cleveland,Tuesday,August,332388.624
591,592,Knee-High Socks,Socks,213.91,3.1,2535,908,0.44,1252,2024-03-27,Memphis,Wednesday,March,149976.57919999998
592,593,Wool Socks,Socks,261.32,4.5,4405,131,0.49,1095,2023-09-05,Tampa,Tuesday,September,145934.154
593,594,Wool Socks,Socks,334.22,1.6,1445,119,0.09,1757,2024-02-02,Buffalo,Friday,February,534374.3314000001
594,595,Wool Socks,Socks,209.21,4.6,2294,71,0.19,5,2023-11-19,Omaha,Sunday,November,847.3005
595,596,Knee-High Socks,Socks,400.89,2.5,698,75,0.28,1822,2023-06-29,Queens,Thursday,June,525903.5376
596,597,Ankle Socks,Socks,175.45,5.0,2334,765,0.26,1619,2024-05-30,Tucson,Thursday,May,210199.627
597,598,Wool Socks,Socks,436.63,4.2,275,499,0.38,1973,2023-09-13,Mission Viejo,Wednesday,September,534112.0138
598,599,Knee-High Socks,Socks,248.2,4.7,4204,278,0.15,1799,2023-08-02,Atlanta,Wednesday,August,379535.02999999997
599,600,Cotton Socks,Socks,395.05,3.4,1520,155,0.38,1295,2024-06-10,Worcester,Monday,June,317185.645
600,601,Silk Sheets,Bedsheets,220.69,3.4,870,12,0.38,1756,2023-10-18,Buffalo,Wednesday,October,240269.6168
601,602,Silk Sheets,Bedsheets,243.09,3.7,1647,566,0.32,1490,2024-02-17,Omaha,Saturday,February,246298.788
602,603,Linen Sheets,Bedsheets,456.2,3.0,4660,470,0.31,925,2023-08-04,Los Angeles,Friday,August,291169.65
603,604,Bamboo Sheets,Bedsheets,464.91,5.0,1067,738,0.38,1743,2023-09-21,Oklahoma City,Thursday,September,502409.6406
604,605,Bamboo Sheets,Bedsheets,34.31,3.9,2951,71,0.46,1291,2023-07-27,San Antonio,Thursday,July,23918.8734
605,606,Linen Sheets,Bedsheets,402.71,2.6,4234,614,0.06,272,2023-11-04,Cincinnati,Saturday,November,102964.8928
606,607,Cotton Sheets,Bedsheets,287.23,4.7,4485,341,0.03,1956,2023-12-03,Cleveland,Sunday,December,544967.2236
607,608,Linen Sheets,Bedsheets,267.12,4.1,4322,370,0.17,816,2024-01-15,Bronx,Monday,January,180915.0336
608,609,Linen Sheets,Bedsheets,153.95,1.2,870,667,0.3,1029,2024-01-17,Madison,Wednesday,January,110890.18499999998
609,610,Bamboo Sheets,Bedsheets,165.6,4.4,3190,292,0.44,1603,2023-11-11,Bonita Springs,Saturday,November,148655.808
610,611,Silk Sheets,Bedsheets,457.34,2.4,307,569,0.36,1128,2023-10-28,Tampa,Saturday,October,330162.8928
611,612,Linen Sheets,Bedsheets,223.47,4.2,1378,749,0.04,795,2023-11-15,Long Beach,Wednesday,November,170552.304
612,613,Bamboo Sheets,Bedsheets,418.94,4.7,4567,719,0.23,1957,2024-01-27,New York,Saturday,January,631296.4966
613,614,Linen Sheets,Bedsheets,89.77,3.4,1398,653,0.22,1534,2023-08-27,Cape Coral,Sunday,August,107411.6004
614,615,Linen Sheets,Bedsheets,130.86,2.9,3049,72,0.38,1983,2023-06-18,Baltimore,Sunday,June,160887.13560000004
615,616,Silk Sheets,Bedsheets,96.82,2.2,1977,282,0.03,270,2024-01-01,Austin,Monday,January,25357.157999999996
616,617,Bamboo Sheets,Bedsheets,433.83,2.0,2398,433,0.45,1494,2024-02-01,Cape Coral,Thursday,February,356478.111
617,618,Linen Sheets,Bedsheets,156.44,1.4,1269,600,0.36,1922,2024-01-15,Orlando,Monday,January,192433.7152
618,619,Cotton Sheets,Bedsheets,432.94,4.3,2044,480,0.06,1788,2024-01-21,Spokane,Sunday,January,727650.9168
619,620,Silk Sheets,Bedsheets,156.97,3.4,1325,24,0.08,888,2024-04-03,Milwaukee,Wednesday,April,128238.21119999999
620,621,Cotton Sheets,Bedsheets,32.17,1.9,470,963,0.29,660,2023-10-29,Toledo,Sunday,October,15074.862000000001
621,622,Silk Sheets,Bedsheets,266.34,3.8,3623,241,0.28,1203,2023-11-25,Brooklyn,Saturday,November,230693.05439999996
622,623,Linen Sheets,Bedsheets,134.43,4.1,3308,692,0.23,55,2023-10-19,Hartford,Thursday,October,5693.1105
623,624,Silk Sheets,Bedsheets,115.2,1.3,2799,513,0.37,1723,2023-08-10,Chicago,Thursday,August,125048.44799999999
624,625,Silk Sheets,Bedsheets,433.1,1.9,4006,601,0.39,1991,2023-11-05,Nashville,Sunday,November,526004.2810000001
625,626,Silk Sheets,Bedsheets,398.85,1.1,1719,494,0.07,542,2024-04-21,Indianapolis,Sunday,April,201044.331
626,627,Cotton Sheets,Bedsheets,349.09,2.8,4647,612,0.31,1856,2023-10-07,Austin,Saturday,October,447058.6176
627,628,Linen Sheets,Bedsheets,347.49,4.6,1232,21,0.24,1231,2024-06-04,Grand Rapids,Tuesday,June,325097.7444
628,629,Silk Sheets,Bedsheets,404.8,2.3,2649,652,0.04,848,2024-03-26,Port St. Lucie,Tuesday,March,329539.58400000003
629,630,Cotton Sheets,Bedsheets,422.05,1.9,1262,71,0.4,1845,2023-09-03,Baton Rouge,Sunday,September,467209.35
630,631,Cotton Sheets,Bedsheets,234.97,2.2,2722,59,0.06,981,2024-04-15,McAllen,Monday,April,216675.2358
631,632,Cotton Sheets,Bedsheets,216.17,3.4,3076,985,0.2,709,2024-04-14,Austin,Sunday,April,122611.62399999998
632,633,Bamboo Sheets,Bedsheets,313.43,2.3,4621,461,0.03,383,2024-04-29,Minneapolis,Monday,April,116442.3793
633,634,Linen Sheets,Bedsheets,261.03,4.1,1003,418,0.04,1938,2024-03-04,Boston,Monday,March,485641.09439999994
634,635,Linen Sheets,Bedsheets,207.57,4.3,1895,919,0.31,144,2023-07-21,Dallas,Friday,July,20624.1552
635,636,Linen Sheets,Bedsheets,481.51,2.8,3212,965,0.34,397,2023-10-17,Madison,Tuesday,October,126165.25020000001
636,637,Silk Sheets,Bedsheets,99.07,1.6,4827,911,0.02,428,2023-07-02,Columbia,Sunday,July,41553.9208
637,638,Bamboo Sheets,Bedsheets,263.96,3.8,4866,757,0.16,1806,2023-12-24,New Orleans,Sunday,December,400437.8784
638,639,Linen Sheets,Bedsheets,479.48,1.9,3847,582,0.47,370,2024-03-01,Wichita,Friday,March,94026.028
639,640,Silk Sheets,Bedsheets,165.13,2.1,2845,457,0.16,881,2023-11-28,Colorado Springs,Tuesday,November,122202.8052
640,641,Framed Poster,Posters and artwork,219.94,3.9,4266,381,0.07,452,2023-06-28,Kansas City,Wednesday,June,92453.97839999999
641,642,Canvas Print,Posters and artwork,472.16,1.9,3075,92,0.46,287,2024-02-27,Orlando,Tuesday,February,73175.3568
642,643,Canvas Print,Posters and artwork,132.26,3.2,4552,740,0.45,1029,2024-02-21,Albany,Wednesday,February,74852.54699999999
643,644,Art Print,Posters and artwork,29.24,2.1,3722,810,0.49,1411,2023-07-11,Oakland,Tuesday,July,21041.3964
644,645,Framed Poster,Posters and artwork,113.33,4.4,2501,290,0.47,149,2023-10-09,Concord,Monday,October,8949.6701
645,646,Digital Art,Posters and artwork,232.66,4.1,2123,598,0.23,1553,2024-02-20,Allentown,Tuesday,February,278217.1546
646,647,Digital Art,Posters and artwork,469.88,1.7,1106,124,0.11,1070,2023-09-30,Bronx,Saturday,September,447466.724
647,648,Digital Art,Posters and artwork,214.42,1.6,2415,494,0.38,717,2023-08-03,Virginia Beach,Thursday,August,95318.26680000001
648,649,Canvas Print,Posters and artwork,59.12,1.1,1357,354,0.3,1761,2023-09-20,San Francisco,Wednesday,September,72877.224
649,650,Digital Art,Posters and artwork,125.15,4.3,4780,902,0.07,1471,2024-04-09,Port St. Lucie,Tuesday,April,171208.9545
650,651,Canvas Print,Posters and artwork,463.97,2.7,3066,330,0.21,1778,2024-05-25,Jacksonville,Saturday,May,651701.5414000001
651,652,Digital Art,Posters and artwork,24.04,3.3,4586,430,0.12,297,2024-03-28,Jacksonville,Thursday,March,6283.0944
652,653,Art Print,Posters and artwork,204.87,4.9,4922,922,0.35,71,2023-09-23,Baton Rouge,Saturday,September,9454.7505
653,654,Digital Art,Posters and artwork,193.61,3.2,4987,11,0.21,1578,2024-05-26,Baltimore,Sunday,May,241358.09820000004
654,655,Digital Art,Posters and artwork,119.92,1.9,3028,519,0.47,719,2023-08-25,Palm Bay,Friday,August,45697.9144
655,656,Art Print,Posters and artwork,34.77,3.5,925,662,0.11,969,2024-04-02,New Haven,Tuesday,April,29985.995700000003
656,657,Framed Poster,Posters and artwork,436.61,4.0,4290,910,0.2,1965,2023-09-11,Provo,Monday,September,686350.92
657,658,Framed Poster,Posters and artwork,290.28,4.2,2074,310,0.08,1683,2023-09-05,Palm Bay,Tuesday,September,449457.9408
658,659,Canvas Print,Posters and artwork,179.81,2.6,4319,783,0.09,949,2023-06-22,Washington,Thursday,June,155282.1179
659,660,Canvas Print,Posters and artwork,202.04,3.8,3498,829,0.49,1891,2024-05-21,Denton,Tuesday,May,194849.39639999997
660,661,Art Print,Posters and artwork,448.89,2.2,3406,440,0.07,1311,2024-04-23,Dallas,Tuesday,April,547300.1547
661,662,Canvas Print,Posters and artwork,32.19,3.6,3748,277,0.34,988,2023-08-17,Charleston,Thursday,August,20990.455199999997
662,663,Canvas Print,Posters and artwork,24.71,2.8,2182,579,0.49,477,2024-01-05,San Jose,Friday,January,6011.2017
663,664,Art Print,Posters and artwork,383.22,3.0,2462,338,0.49,287,2023-07-26,Concord,Wednesday,July,56091.911400000005
664,665,Digital Art,Posters and artwork,211.48,2.7,2363,983,0.28,143,2024-05-27,Fort Worth,Monday,May,21773.980799999998
665,666,Canvas Print,Posters and artwork,21.53,2.7,2176,906,0.28,3,2023-07-21,Houston,Friday,July,46.5048
666,667,Canvas Print,Posters and artwork,266.56,2.0,3792,224,0.25,991,2023-07-27,New York,Thursday,July,198120.72000000003
667,668,Digital Art,Posters and artwork,113.06,4.1,1131,530,0.06,1319,2023-08-11,Akron,Friday,August,140178.5716
668,669,Digital Art,Posters and artwork,482.27,1.5,194,489,0.44,181,2023-08-12,Grand Rapids,Saturday,August,48882.8872
